track_name,track_artist,track_album_release_date,playlist_genre
Bad Dracula,Red Velvet,9/7/16,edm
Thinking Of (feat. OVAN & SUMIN),SHAUN,6/27/18,edm
Enough,GOT7,9/17/18,edm
Mosquito,Red Velvet,8/6/18,edm
Undercover,SHINee,5/28/18,edm
Feel,Triple H,7/18/18,edm
Falling,Nana Mellie,9/2/18,edm
Our love is like,gracie,8/2/18,edm
"Rush (feat. OLNL, Khundi Panda)",Lym en,1/19/19,edm
Joshua at Metro,015B,11/20/18,edm
SWING,LUCY,11/18/18,edm
Hikicomori,WEN,9/4/18,edm
쉼표,Kozypop,10/1/18,edm
AME GA FURU (비가내려) (Feat. J;KEY),D-Hack,7/27/18,edm
GAME OVER,Humming Urban Stereo,9/2/18,edm
Safety (feat. DJ Snake) - Dark Heart Burn Mix,GASHI,11/15/19,edm
Feather,Lost Kings,10/24/19,edm
Could It Be,CALVIN,10/18/19,edm
Buckle Up,Klave,9/6/19,edm
Paradise,Nightro,8/23/19,edm
Crash n Burn,Ilvs,10/18/19,edm
Room for Two,Moe Aly,8/9/19,edm
Money,Klave,7/12/19,edm
Happier,Nightro,9/20/19,edm
On My Way,Alan Walker,3/21/19,edm
Who Do You Love - R3HAB Remix,The Chainsmokers,3/22/19,edm
Wild Life,Jinco,9/20/19,edm
Kind of Blue,Hellberg,7/5/19,edm
GLOW,CORSAK,6/14/19,edm
All In - Ostblockschlampen Mix,Eastblock Bitches,7/5/19,edm
No Angels,Jay Made,6/28/19,edm
Wish List,KHEMIS,6/28/19,edm
Think About You,Jeanway,6/7/19,edm
Don't Kill My High,Lost Kings,1/18/19,edm
I Like You,CØDE,5/3/19,edm
Back To Life (with Brandyn Burnette),SJUR,3/22/19,edm
Can't Stop It,Justin Prime,3/22/19,edm
Feels Good,Jay Made,3/8/19,edm
SCARS (feat. Cub Rayan),Sick Individuals,2/8/19,edm
When Things Go Wrong,Haze & Mellow,1/4/19,edm
When We Were Young,Lost Kings,5/11/18,edm
All I Need (with Gucci Mane),Dimitri Vegas & Like Mike,5/4/18,edm
Sheep (Alan Walker Relift),LAY,8/31/18,edm
Level Up (feat. Marvin Divine),Klave,1/25/19,edm
Keep Your Love On,Zookeepers,9/28/18,edm
Freaky With You,Robert Falcon,8/24/18,edm
Tonight,Bailo,7/20/18,edm
Drunk On You,Zookeepers,4/20/18,edm
The One (with Julia Thompson),Dreweybear,8/17/18,edm
Everybody Hates Me - Steerner Remix,The Chainsmokers,3/30/18,edm
Say My Name,Digital Farm Animals,3/29/18,edm
Think About You,Pete Kingsman,3/30/18,edm
Breathe - Syris Remix,Mako,2/23/18,edm
For You,Stesso,2/23/18,edm
You Owe Me - Subfer Remix,The Chainsmokers,3/9/18,edm
Somebody Special - R3hab Remix,Nina Nesbitt,3/30/18,edm
Perfect,Topic,1/26/18,edm
The One That Got Away,Whistle Back,12/1/17,edm
Say It Ain't So,Joe Ghost,3/30/18,edm
One Thing,San Holo,11/17/17,edm
This Ain't Love,You in Mind,11/17/17,edm
Shoulder,Hitimpulse,12/1/17,edm
Freedom,Jayceeoh,3/16/18,edm
Let It Go,Electrick Village,10/27/17,edm
So Simple,Scorsi,8/11/17,edm
Silence - Slushii Remix,Marshmello,10/12/17,edm
Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,7/28/17,edm
First Time - R3hab Remix,Kygo,6/30/17,edm
Skyline - Klave Remix,Möwe,11/3/17,edm
Heat,Refeci,10/13/17,edm
Light Me Up,FTampa,8/25/17,edm
Perfect Mess,Steve Void,11/3/17,edm
Obsessed,Hogland,8/18/17,edm
Think Of Me,Felix Palmqvist,10/20/17,edm
You Better Be Mine,Vitø,10/27/17,edm
Tired - Lemarroy Remix,Alan Walker,6/23/17,edm
Out of My Mind,Luca Schreiner,7/28/17,edm
Honest - Tritonal Remix,The Chainsmokers,8/4/17,edm
Malibu - Alan Walker Remix,Miley Cyrus,6/30/17,edm
Slow Us Down,Wahlstedt,7/7/17,edm
What We're Looking For,XYLØ,8/11/17,edm
Majesty,Maybon,9/29/17,edm
Make Me (Cry) - Marshmello Remix,Noah Cyrus,2/17/17,edm
Moonlighting,Fareoh,5/12/17,edm
Own Religion,Simon Field,9/15/17,edm
There for You,Martin Garrix,5/26/17,edm
Cover Girls,Hitimpulse,9/8/17,edm
Silence Before The Storm,Quiet Disorder,9/29/17,edm
Redrum (feat. Felix Snow) - What So Not Remix,Era Istrefi,8/4/17,edm
Verses,Convex,8/4/17,edm
We Won't Leave You,Steve Void,8/4/17,edm
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),Attom,8/11/17,edm
I Heart U,Kretsen,6/9/17,edm
Flame - Steve James Remix,Tinashe,6/30/17,edm
Save Me (feat. Eneli) (feat. Eneli) - Mert Oksuz Remix,Mahmut Orhan,8/11/17,edm
Home,Hechmann,6/16/17,edm
Feel Something (feat. Remmi) (feat. Remmi) - Mokita Remix,Black Coast,7/7/17,edm
Crashing Down,Chris Porter,6/9/17,edm
Dose of You - Radio Edit,Helena Legend,5/5/17,edm
Inferno,Hechmann,5/5/17,edm
Scared To Be Lonely - Conro Remix,Martin Garrix,3/24/17,edm
Out of the Dark,RBYN,4/14/17,edm
You,Charlie Who?,4/14/17,edm
Flame - Kaskade Remix,Tinashe,5/19/17,edm
Just Hold On - DVBBS Remix,Steve Aoki,3/24/17,edm
Light,San Holo,2/10/17,edm
Guardian Angel,Joe Ghost,2/10/17,edm
Always Gonna Say Sorry,Joakim Molitor,5/26/17,edm
Keep Me Jealous,The Sam Willows,5/5/17,edm
Too Soon - heroless Remix,Vanic,3/17/17,edm
Landslide,Headhunterz,2/17/17,edm
This Is What You Came For - R3hab Remix,Calvin Harris,8/2/16,edm
Beast,Tungevaag,9/9/16,edm
Alone Again,Alyssa Reid,1/1/11,edm
As Long As You Love Me,Justin Bieber,1/1/12,edm
Bad Blood,Taylor Swift,10/27/14,edm
Bad Liar,Selena Gomez,5/18/17,edm
Beauty And A Beat,Justin Bieber,1/1/12,edm
Bleeding Love,Leona Lewis,2007,edm
Better in Time,Leona Lewis,2007,edm
Budapest,George Ezra,6/27/14,edm
Call on Me - Ryan Riback Remix,Starley,10/18/16,edm
Chandelier,Sia,7/4/14,edm
Closer (feat. Halsey),The Chainsmokers,7/29/16,edm
Come & Get It,Selena Gomez,1/1/13,edm
Back for You,Kalom,11/21/19,edm
The Cure,Lady Gaga,4/16/17,edm
Daylight,Maroon 5,1/1/12,edm
One More Night,Maroon 5,1/1/12,edm
Payphone - Edit,Maroon 5,1/1/12,edm
Diamonds,Rihanna,12/11/12,edm
Cheap Thrills,Sia,1/29/16,edm
Most Girls,Hailee Steinfeld,4/28/17,edm
Wrecking Ball,Miley Cyrus,10/4/13,edm
What About Us,P!nk,10/13/17,edm
Elastic Heart,Sia,7/4/14,edm
They Don't Make Em Like Me,Pigeon John,11/22/19,edm
Something Just Like This - Alesso Remix,The Chainsmokers,4/28/17,edm
Me Too,Meghan Trainor,5/12/17,edm
Way Over My Head - Festival VIP Remix,Love Taps,12/6/19,edm
Summer,Calvin Harris,10/31/14,edm
Shut Up and Dance,WALK THE MOON,12/2/14,edm
Photograph,Ed Sheeran,6/21/14,edm
Painkiller (feat. Meghan Trainor),Jason Derulo,5/29/15,edm
Watch Me (Whip / Nae Nae),Silentó,5/4/15,edm
Marvin Gaye,Charlie Puth,5/1/15,edm
Crying Out for Me,Joshua Perez,9/27/19,edm
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,11/6/15,edm
Sugar (feat. Francesco Yates),Robin Schulz,7/17/15,edm
Heatwave (feat. Akon),Robin Schulz,9/25/15,edm
Maps,Maroon 5,5/15/15,edm
Animals,Maroon 5,5/15/15,edm
Sugar - Remix,Maroon 5,3/10/15,edm
Wolves,Selena Gomez,10/25/17,edm
3000,Jeffrey Eli,11/8/19,edm
What Do You Mean?,Justin Bieber,11/13/15,edm
Friends (with BloodPop®),Justin Bieber,8/17/17,edm
Salute,Little Mix,11/8/13,edm
Shout Out to My Ex,Little Mix,11/24/17,edm
Secret Love Song (feat. Jason Derulo),Little Mix,11/6/15,edm
Touch,Little Mix,11/24/17,edm
Send My Love (To Your New Lover),Adele,11/20/15,edm
Whistle,Flo Rida,6/22/12,edm
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,4/7/15,edm
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,4/7/15,edm
So Sick,Encure,12/20/19,edm
Ride,Twenty One Pilots,5/15/15,edm
Heathens,Twenty One Pilots,6/16/16,edm
Dear Future Husband,Meghan Trainor,1/9/15,edm
Lips Are Movin,Meghan Trainor,1/9/15,edm
Titanium (feat. Sia),David Guetta,8/26/11,edm
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,11/4/16,edm
In the Name of Love,Martin Garrix,7/29/16,edm
Treat You Better,Shawn Mendes,4/20/17,edm
There's Nothing Holdin' Me Back,Shawn Mendes,4/20/17,edm
My Way,Calvin Harris,9/16/16,edm
Let Me Love You,DJ Snake,8/5/16,edm
YOUTH,Troye Sivan,12/4/15,edm
Love Me Now,John Legend,12/2/16,edm
Unconditionally,Katy Perry,1/1/13,edm
That's My Girl,Fifth Harmony,5/27/16,edm
Girl On Fire,Alicia Keys,11/18/12,edm
No One,Alicia Keys,11/9/07,edm
House Party,Anja Kotar,11/15/19,edm
So Sick,Ne-Yo,1/1/06,edm
Worth It,Fifth Harmony,1/30/15,edm
Take Me to Church,Hozier,9/19/14,edm
Problem,Ariana Grande,8/25/14,edm
Hotline Bling,Drake,5/6/16,edm
Geronimo,Sheppard,3/10/15,edm
Shake It Off,Taylor Swift,10/27/14,edm
Delicate,Taylor Swift,11/8/17,edm
Skyscraper,Demi Lovato,1/1/11,edm
Finesse,Bruno Mars,11/17/16,edm
24K Magic,Bruno Mars,11/17/16,edm
I Know What You Did Last Summer,Shawn Mendes,4/14/15,edm
Life Of The Party,Shawn Mendes,4/14/15,edm
Stitches,Shawn Mendes,4/14/15,edm
Toothbrush,DNCE,11/18/16,edm
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,5/12/15,edm
Bang Bang,Jessie J,5/12/15,edm
Jealous,Nick Jonas,11/20/15,edm
Chains - Remix,Nick Jonas,11/20/15,edm
Scars To Your Beautiful,Alessia Cara,11/13/15,edm
Last To Leave (feat. Caroline Ailin),Louis The Child,12/8/17,edm
Say My Name (feat. Zyra),ODESZA,9/8/14,edm
Fractures,ILLENIUM,9/21/17,edm
It's All on U - T-Mass & LZRD Remix,ILLENIUM,12/16/16,edm
I Wanna Know,RL Grime,3/16/18,edm
Finest Hour (feat. Abir),Cash Cash,4/12/18,edm
Levels - Radio Edit,Avicii,1/1/11,edm
Fade Into Darkness - Vocal Radio Mix,Avicii,1/1/11,edm
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,1/1/12,edm
Take Me Home (feat. Bebe Rexha),Cash Cash,6/24/16,edm
Matches,Cash Cash,3/3/17,edm
Horizon,Seven Lions,5/18/18,edm
Disarm You (feat. Ilsey),Kaskade,9/25/15,edm
GUD VIBRATIONS,NGHTMRE,10/26/16,edm
Rumors (With Sofia Carson),R3HAB,8/23/18,edm
I Want U,Alison Wonderland,3/20/15,edm
Strangers,Seven Lions,4/29/14,edm
Don’t Leave,Seven Lions,5/15/17,edm
Heroes (we could be),Alesso,5/26/15,edm
Say It - Illenium Remix,Flume,4/7/17,edm
Don't Let Me Down - Illenium Remix,The Chainsmokers,5/27/16,edm
Rush Over Me,Seven Lions,10/10/16,edm
Stay For It,RL Grime,6/2/17,edm
How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,Cash Cash,5/27/16,edm
Crawl Outta Love,ILLENIUM,9/21/17,edm
"Everyday, Everyday (feat. Nevve)",Manila Killa,1/26/18,edm
Feel Good (feat. Daya),Gryffin,3/3/17,edm
Beautiful Now,Zedd,5/18/15,edm
Again - Alan Walker Remix,Noah Cyrus,12/19/17,edm
Hallucinate,William Black,7/2/18,edm
Find Our Way,Midnight Kids,6/26/18,edm
Gold (Stupid Love),Excision,7/17/18,edm
Whisper,Boombox Cartel,3/2/18,edm
Constellation,Win and Woo,7/7/17,edm
UCLA,RL Grime,7/27/18,edm
Take It Away,RL Grime,7/27/18,edm
Tie Me Down (with Elley Duhé),Gryffin,8/3/18,edm
Superstar,Said the Sky,7/20/18,edm
Take You Down,ILLENIUM,8/3/18,edm
Better Not (feat. Wafia),Louis The Child,4/13/18,edm
More Than I Can Take,LOUDPVCK,1/13/17,edm
Cold as Stone - Kaskade's Sunsoaked Mix,Kaskade,5/4/18,edm
Burn It Down,LNY TNZ,11/11/16,edm
On My Own,Far Out,6/28/18,edm
Youth (K?D Remix) [feat. Satica],k?d,7/19/16,edm
I Want You (feat. Matthew John Kurz),Robotaki,7/5/17,edm
You Don't Even Know Me,SLANDER,9/20/18,edm
Where I Won't Be Found,Seven Lions,6/5/17,edm
Paradise,Nicky Romero,9/28/18,edm
Lost,ILLENIUM,9/21/17,edm
Remember (with ZOHARA),Gryffin,10/26/18,edm
God Damnit (with Call Me Karizma),ILLENIUM,11/9/18,edm
Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),ARMNHMR,4/17/16,edm
Don't Let Me Go,Tom Swoon,9/22/17,edm
I Wish (Matte & Kuur Remix),William Black,4/30/18,edm
Leaving (feat. Yuna),Ekali,9/28/18,edm
Forever (feat. Elohim),Ekali,9/28/18,edm
Fractures - Trivecta Remix,ILLENIUM,6/18/18,edm
Bye Bye,Gryffin,11/30/18,edm
Just Hold On - Two Friends Remix,Steve Aoki,3/24/17,edm
Rewind,Louis Futon,8/9/17,edm
I'm OK (feat. Shaylen),Manila Killa,4/28/17,edm
Heartbreak Back - R3HAB Remix,Frank Walker,10/5/18,edm
Superhuman (feat. Eric Leva),SLANDER,6/23/17,edm
Hurricane - Arty Remix,Halsey,3/3/15,edm
Make Me Move,Culture Code,12/13/16,edm
Superlove (feat. Oh Wonder),Whethan,6/15/18,edm
Roses,The Chainsmokers,6/16/15,edm
Island (feat. Nevve),Seven Lions,1/4/19,edm
I Feel The Love,Tritonal,9/9/16,edm
Beautiful,Said the Sky,7/20/18,edm
Clarity,Zedd,1/1/12,edm
Straight Into The Fire,Zedd,5/18/15,edm
Find You,Zedd,1/1/14,edm
Crashing (feat. Bahari),ILLENIUM,1/25/19,edm
Pray for Me (feat. Origami),Said the Sky,8/14/17,edm
Hard Pass,Tritonal,2/15/19,edm
Don't Leave - Ekali Remix,Snakehips,3/24/17,edm
Nothing To Hide,Boombox Cartel,3/8/19,edm
Blame (NGHTMRE Remix),Ekali,3/2/18,edm
In Flames,Dabin,3/22/19,edm
Part-Time Lover,Dabin,3/22/19,edm
Lights,Dabin,3/22/19,edm
Strangers,Far Out,3/22/19,edm
All You Need To Know (feat. Calle Lehmann),Gryffin,3/27/19,edm
Gravity,yetep,10/26/18,edm
Like That,NGHTMRE,12/7/18,edm
Love Is Gone,SLANDER,5/10/19,edm
Surrender,Cash Cash,9/16/14,edm
Only Love,Borgeous,11/30/18,edm
Call You Mine,The Chainsmokers,5/31/19,edm
Potions,SLANDER,5/31/19,edm
Breathe Without,Nurko,1/31/19,edm
Tonight,Nurko,1/15/19,edm
Sirena,Lionel Ferro,1/10/20,edm
Quedo Envuelto,Nicolas Nerva,1/10/20,edm
Neptuno,Dj Dasten,11/14/19,edm
All Night Long - Krutz Remix,Jay Slay,12/23/19,edm
Root Circles (Short-Take),KreisEckBeats,8/28/19,edm
Better Than You,Viciouz Beatz,11/3/19,edm
Maelstrom,Inoculus,10/11/19,edm
Champagne,Swing'it Dixieband,11/8/19,edm
My Own World,Brauner Bär,12/20/19,edm
Light of the Day,Werner Mill,12/13/19,edm
Shit Creaks,um..,12/6/19,edm
Inner Circle,Waft Of Myst,12/6/19,edm
Body Body,Appyday,5/28/18,edm
The Tapestry - Neon Feather Remix,Laura Thompson,11/18/19,edm
Vastness,Waft Of Myst,11/22/19,edm
I Wonder Where,Glenn Gatsby,11/22/19,edm
Action,Maniaxo,8/27/19,edm
Haunted by You,Roderic H,10/10/19,edm
Karma.,Tunebased,10/18/19,edm
Come Alive,Torio,6/7/19,edm
Delicia Tchu Tcha Tcha - Remix,Mike Moonnight,7/31/19,edm
Harmony,Natixx,11/6/19,edm
I Feel Love,Sam Smith,11/1/19,edm
Racing,Noah Fabray,5/20/19,edm
Serenade,MACHA!,9/6/19,edm
One True House,AW,10/3/19,edm
Delicia Tchu Tcha Tcha,Mike Moonnight,2/8/19,edm
Situation - Jay Anthony Remix,Duchess,6/21/19,edm
Pulsating frequencies,be insane,10/20/19,edm
Virgin,Heistheartist,9/13/19,edm
No Exit,J. Roland,8/23/19,edm
I Loved You Then,Luke & The Belleville Orchestra,9/10/19,edm
Tokyo,Rewind,9/10/19,edm
Bittersweet,The fire ants,12/28/18,edm
Ghost of You,Chris Kelly,6/5/17,edm
wander,joeshort,3/11/18,edm
Like I'm Suppose To,Chris Antonio,11/14/16,edm
Moving On,Dosk,12/27/19,edm
I Will Follow You,Laura Pieri,4/27/18,edm
1 Ask,Ebhoni,6/5/17,edm
I Like Me Better,Lauv,5/19/17,edm
Fire And Fever,Keith Cullen,11/14/19,edm
She Said,Michael Moawad,12/6/19,edm
Up All Night,Khalid,11/14/19,edm
King of the Jungle,Shanguy,6/15/18,edm
Make Way,Keith Cullen,8/16/19,edm
Mars,Alexander 23,6/7/19,edm
Emily,Two Friends,4/21/17,edm
Say It (feat. Tove Lo) [Illenium Remix],Flume,1/13/17,edm
Brighter (feat. Jeff Sontag & I Am Lightyear) [Radio Edit],Two Friends,2/4/14,edm
No Promises (feat. Demi Lovato),Cheat Codes,3/31/17,edm
Getaway,Tritonal,9/9/16,edm
Something Just Like This,The Chainsmokers,2/22/17,edm
Hung Up,Tritonal,12/2/16,edm
Blackout,Tritonal,9/9/16,edm
How to Love (feat. Sofia Reyes),Cash Cash,6/24/16,edm
Never Be Like You (feat. Kai),Flume,5/27/16,edm
Alone,Marshmello,5/13/16,edm
Symphony (feat. Zara Larsson),Clean Bandit,3/16/17,edm
Colors - Audien Remix,Halsey,4/22/16,edm
Runaway (U & I),Galantis,10/5/14,edm
Clarity,Zedd,1/1/12,edm
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2012,edm
Titanium (feat. Sia),David Guetta,8/31/11,edm
She Wolf (Falling to Pieces) (feat. Sia),David Guetta,8/26/11,edm
Play Hard (feat. Ne-Yo & Akon),David Guetta,8/26/11,edm
Blame,Calvin Harris,10/31/14,edm
Outside,Calvin Harris,10/31/14,edm
Under Control,Calvin Harris,10/31/14,edm
I Need Your Love (feat. Ellie Goulding),Calvin Harris,10/26/12,edm
We Found Love (feat. Rihanna),Calvin Harris,10/26/12,edm
Sweet Nothing (feat. Florence Welch),Calvin Harris,10/26/12,edm
Burn,Ellie Goulding,1/1/13,edm
Lights - Single Version,Ellie Goulding,1/1/13,edm
Lean On,Major Lazer,6/1/15,edm
Powerful,Major Lazer,6/1/15,edm
Dark Side - Shew Remix,Phoebe Ryan,3/17/17,edm
Aftershock (feat. Jacquie),Cash Cash,6/24/16,edm
Catch Me (feat. Naaz),Flux Pavilion,11/20/15,edm
Surrender,Cash Cash,6/24/16,edm
Untouchable,Tritonal,5/18/15,edm
Angels - Radio Edit,Vicetone,4/17/15,edm
Till It Hurts,Yellow Claw,12/15/14,edm
Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,1/1/14,edm
Lightning (feat. John Rzeznik),Cash Cash,6/24/16,edm
On & On,Cartoon,7/9/15,edm
Love You Harder,Carter,4/7/17,edm
Colors,Tritonal,4/29/14,edm
Wake - Live,Hillsong Young & Free,1/1/13,edm
This Is Living,Hillsong Young & Free,1/13/15,edm
Heaven - KSHMR Remix,Shaun Frank,2/19/16,edm
Collide (feat. Collin McLoughlin) - Radio Edit,Laidback Luke,1/27/14,edm
Heartbeat (Rogue Remix) (feat. Collin McLoughlin),Vicetone,5/24/13,edm
Emotional - Ship Wrek & Unknown Remix,Flux Pavilion,1/22/16,edm
Satellite,Tritonal,9/29/14,edm
How You Love Me,3LAU,1/1/14,edm
Senses - William Black Remix,Prismo,9/21/16,edm
Electricity,Culture Code,7/19/15,edm
Why We Lose,Cartoon,6/11/15,edm
A Sky Full of Stars - Hardwell Remix,Coldplay,7/31/15,edm
Limitless (feat. Delaney Jane),Adventure Club,1/8/16,edm
This Is Forever (feat. Danyka Nadeau),Hellberg,6/11/14,edm
I'm Not Over (Radio Edit) [feat. Tash],Hellberg,11/12/14,edm
The Girl (feat. Cozi Zuehlsdorff),Hellberg,3/16/15,edm
It's All on U (feat. Liam O'Donnell),ILLENIUM,2/15/16,edm
We Won't Be Alone (feat. Laura Brehm),Feint,9/18/15,edm
Hero (feat. Christina Perri),Cash Cash,6/24/16,edm
Slide (feat. Frank Ocean & Migos),Calvin Harris,2/24/17,edm
Our Story - Radio Edit,Mako,7/28/14,edm
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,6/16/17,edm
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,6/24/16,edm
Staring At The Sun,Vanic,6/2/17,edm
Scared to Be Lonely,Martin Garrix,1/27/17,edm
Superhuman,Juventa,9/15/14,edm
Gravity - Radio Edit,Kevin Wild,6/30/14,edm
Rise Up,Imagine Dragons,6/23/17,edm
Bonbon,Era Istrefi,7/21/16,edm
Cold,Maroon 5,2/14/17,edm
Beam [Mix Cut] - Dannic Mix,Mako,1/10/14,edm
One Night - Vicetone Remix,Matthew Koma,1/1/13,edm
DADDY ft. CL of 2NE1,PSY,12/1/15,edm
Don't Stop The Music,Rihanna,6/2/08,edm
Clear,Pusher,6/24/16,edm
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/16,edm
Army of Two,Olly Murs,2011,edm
Safe And Sound,Capital Cities,2013,edm
That's What I Like,Bruno Mars,11/17/16,edm
HandClap,Fitz and The Tantrums,6/10/16,edm
Emergency,Pegboard Nerds,10/13/14,edm
Truth (Dabin Remix),Tristam,6/5/13,edm
Hero (feat. Elizaveta),Pegboard Nerds,3/17/14,edm
Hey Baby (Drop It to the Floor),Pitbull,6/17/11,edm
We Could Be Beautiful,Wrabel,5/12/17,edm
By Your Side,Jonas Blue,10/28/16,edm
Inside Out,The Chainsmokers,4/1/16,edm
Cold Water,Major Lazer,7/22/16,edm
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,11/27/15,edm
Lean On (feat. MØ & DJ Snake),Major Lazer,6/1/15,edm
Into You,Ariana Grande,5/20/16,edm
Faded,Alan Walker,12/4/15,edm
Sing Me to Sleep,Alan Walker,6/3/16,edm
Invitation (feat. Yade Lauren),Yellow Claw,7/15/16,edm
Talk,DJ Snake,6/3/16,edm
Middle,DJ Snake,10/16/15,edm
Wanna Lose You,Borgeous,6/13/16,edm
Be Right There,Diplo,8/28/15,edm
Revolution,Diplo,10/8/13,edm
With You Tonight (Hasta El Amanecer),Nicky Jam,4/22/16,edm
Working For It - Bonus Track,ZHU,7/29/16,edm
Treat You Better,Shawn Mendes,6/3/16,edm
"i hate u, i love u (feat. olivia o'brien)",gnash,3/25/16,edm
Let Me Hold You (Turn Me On),Cheat Codes,4/13/16,edm
Gold,Kiiara,10/26/15,edm
Toothbrush,DNCE,10/23/15,edm
Never Forget You,Zara Larsson,9/10/15,edm
Sex,Cheat Codes,2/5/16,edm
Summer,Marshmello,1/8/16,edm
Want U 2,Marshmello,1/8/16,edm
Home,Marshmello,1/8/16,edm
Care (feat. Madi),R3HAB,5/3/16,edm
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5/6/16,edm
Be As You Are - JordanXL Remix,Mike Posner,5/6/16,edm
Sober,DJ Snake,8/5/16,edm
Pigalle,DJ Snake,8/5/16,edm
The Half,DJ Snake,8/5/16,edm
Oh Me Oh My,DJ Snake,8/5/16,edm
4 Life,DJ Snake,8/5/16,edm
Here Comes The Night,DJ Snake,8/5/16,edm
Travesuras,Nicky Jam,9/9/14,edm
3 Strikes,Terror Jr,4/5/16,edm
We'll Be Coming Back (feat. Example),Calvin Harris,10/26/12,edm
Final Song,MØ,5/13/16,edm
Alarm,Anne-Marie,5/20/16,edm
Little Do You Know,Alex & Sierra,10/6/14,edm
Perfect Strangers,Jonas Blue,6/3/16,edm
Body Say,Demi Lovato,7/1/16,edm
Hymn for the Weekend - Seeb Remix,Coldplay,3/25/16,edm
You & Me,Marc E. Bassy,5/6/16,edm
Send My Love (To Your New Lover),Adele,5/16/16,edm
Somewhere New (feat. M-22) - Radio Edit,Klingande,8/26/16,edm
Whole Heart,Gryffin,8/26/16,edm
Keep Up,Felix Cartal,8/12/16,edm
Better,Meghan Trainor,5/13/16,edm
Starboy,The Weeknd,9/22/16,edm
All We Know,The Chainsmokers,9/29/16,edm
The Greatest,Sia,2016,edm
Please Don't Go,Joel Adams,11/6/15,edm
Mercy,Shawn Mendes,9/23/16,edm
Don't Wanna Know,Maroon 5,10/11/16,edm
Say So,Terror Jr,8/11/16,edm
Come First,Terror Jr,8/12/16,edm
Freal Luv (feat. Chanyeol & Tinashe),Far East Movement,10/14/16,edm
Bad Things - With Camila Cabello,Machine Gun Kelly,10/14/16,edm
WILD - Young Bombs Remix,Troye Sivan,8/26/16,edm
Sexual,NEIKED,8/26/16,edm
Savannah,Diviners,11/25/15,edm
Setting Fires,The Chainsmokers,11/4/16,edm
Inside the Lines (feat. Casso),Mike Perry,10/21/16,edm
Love Like We Used To,Captain Cuts,10/13/16,edm
Love & War,Yellow Claw,11/11/16,edm
Scars To Your Beautiful - NOTD Remix,Alessia Cara,10/21/16,edm
Take It Off,Lil Jon,7/22/16,edm
Puzzles - Radio Edit,Lenx & Denx,5/30/16,edm
All Time Low,Jon Bellion,4/14/15,edm
Shed a Light,Robin Schulz,11/25/16,edm
Hey Baby (feat. Debs's Daughter),Dimitri Vegas & Like Mike,10/28/16,edm
Trust Nobody,Cashmere Cat,9/30/16,edm
I Got You,Bebe Rexha,10/28/16,edm
I Feel Fly,Simon Green,10/21/16,edm
Light,San Holo,11/22/16,edm
All Night,The Vamps,10/14/16,edm
Grow Up - Martin Jensen Remix,Olly Murs,11/18/16,edm
Sign,DEAMN,11/5/16,edm
Give Me Your Love,DEAMN,12/10/16,edm
Paris,The Chainsmokers,1/13/17,edm
Easy Go,Grandtheft,11/4/16,edm
Say You Won't Let Go,James Arthur,10/28/16,edm
Sunshine - Extended Mix,diMaro,12/30/16,edm
Run Up,Major Lazer,1/26/17,edm
Back to Beautiful,Sofia Carson,1/27/17,edm
Payback,Dimitri Vangelis & Wyman,4/21/14,edm
Faith - Radio Edit,Blasterjaxx,1/6/14,edm
Trumpsta - Djuro Remix,Contiez,5/13/13,edm
Wizard - Radio Edit,Martin Garrix,12/16/13,edm
Gypsy Drop - Radio Edit,Filip Jenven,3/14/14,edm
Bad (feat. Vassy) - Radio Edit,David Guetta,4/6/14,edm
Turn Down for What,DJ Snake,12/18/13,edm
Everybody Is in the Place - Original Mix,Hardwell,4/21/14,edm
Animals - Original Mix,Martin Garrix,10/8/13,edm
Howl At The Moon - Radio Edit,Stadiumx,3/10/14,edm
Red Lights,Tiësto,12/13/13,edm
The Buzz - Original Mix Edit,New World Sound,4/28/14,edm
Aye,New World Sound,7/5/13,edm
Catch - Radio Edit,Will Sparks,2/14/14,edm
Come Back Down,TJR,3/3/14,edm
Freaks,Timmy Trumpet,4/10/14,edm
Turn It Up,Dimitri Vegas & Like Mike,6/11/13,edm
Bigfoot - Original Mix,W&W,2/24/14,edm
